month,category,revenue,units,cogs,gross_margin,marketing,distribution,overheads,ebitda
2025-02,Snacks,1055106.8,37227,649653.0,405454.0,84409.0,63306.0,105511.0,152228.0
2025-02,Spices,8282844.2,48100,4483714.0,3799130.0,662628.0,496971.0,828284.0,1811247.0
2025-03,Beverages,2563952.24,48405,1429440.0,1134512.0,205116.0,153837.0,256395.0,519164.0
2025-03,Confectionery,662878.5,79445,354960.0,307918.0,53030.0,39773.0,66288.0,148827.0
2025-03,Dairy,3250204.25,46080,1949670.0,1300534.0,260016.0,195012.0,325020.0,520486.0
2025-03,MouthFreshener,5393812.9,93446,2961437.0,2432376.0,431505.0,323629.0,539381.0,1137861.0
2025-03,Snacks,1245449.6,44247,772159.0,473291.0,99636.0,74727.0,124545.0,174383.0
2025-03,Spices,10776802.1,64377,6000999.0,4775803.0,862144.0,646608.0,1077680.0,2189371.0
2025-04,Beverages,2724643.0,50883,1502617.0,1222026.0,217971.0,163479.0,272464.0,568112.0
2025-04,Confectionery,429967.25,56379,251901.0,178066.0,34397.0,25798.0,42997.0,74874.0
2025-04,Dairy,2650457.0,37722,1596039.0,1054418.0,212037.0,159027.0,265046.0,418308.0
2025-04,MouthFreshener,3405542.56,58813,1863868.0,1541675.0,272443.0,204333.0,340554.0,724345.0
2025-04,Snacks,928120.0,32694,570547.0,357573.0,74250.0,55687.0,92812.0,134824.0
2025-04,Spices,7070221.0,41115,3832596.0,3237625.0,565618.0,424213.0,707022.0,1540772.0
2025-05,Beverages,3374648.0,63119,1863957.0,1510691.0,269972.0,202479.0,337465.0,700775.0
2025-05,Confectionery,431100.0,57650,257580.0,173520.0,34488.0,25866.0,43110.0,70056.0
2025-05,Dairy,2772361.0,40460,1711885.0,1060476.0,221789.0,166342.0,277236.0,395109.0
2025-05,MouthFreshener,3544257.0,60856,1928614.0,1615643.0,283541.0,212655.0,354426.0,765021.0
2025-05,Snacks,924451.8,32455,566376.0,358076.0,73956.0,55467.0,92445.0,136208.0
2025-05,Spices,6042318.0,35557,3314499.0,2727819.0,483385.0,362539.0,604232.0,1277663.0
2025-06,Beverages,4885013.85,91945,2715212.0,2169802.0,390801.0,293101.0,488501.0,997399.0
2025-06,Confectionery,519003.6,69501,310530.0,208474.0,41520.0,31140.0,51900.0,83914.0
2025-06,Dairy,3179729.0,45101,1908248.0,1271481.0,254378.0,190784.0,317973.0,508346.0
2025-06,MouthFreshener,4641308.25,80594,2554139.0,2087169.0,371305.0,278478.0,464131.0,973255.0
2025-06,Snacks,1163373.15,41127,717712.0,445661.0,93070.0,69802.0,116337.0,166452.0
2025-06,Spices,6292957.69,38590,3597225.0,2695733.0,503437.0,377577.0,629296.0,1185423.0
2025-07,Beverages,4028872.3,75575,2231793.0,1797079.0,322310.0,241732.0,402887.0,830150.0
2025-07,Confectionery,395836.0,52893,236326.0,159510.0,31667.0,23750.0,39584.0,64509.0
2025-07,Dairy,2400795.5,34439,1457133.0,943662.0,192064.0,144048.0,240080.0,367470.0
2025-07,MouthFreshener,3806327.28,65780,2084662.0,1721665.0,304506.0,228380.0,380633.0,808146.0
2025-07,Snacks,969738.36,34074,594629.0,375109.0,77579.0,58184.0,96974.0,142372.0
2025-07,Spices,4045742.89,24634,2296295.0,1749448.0,323659.0,242745.0,404574.0,778470.0
2025-08,Beverages,3846941.46,71978,2125570.0,1721371.0,307755.0,230816.0,384694.0,798106.0
2025-08,Confectionery,604912.32,81752,365268.0,239644.0,48393.0,36295.0,60491.0,94465.0
2025-08,Dairy,2272696.6,32291,1366250.0,906447.0,181816.0,136362.0,227270.0,360999.0
2025-08,MouthFreshener,5657239.92,97093,3077016.0,2580224.0,452579.0,339434.0,565724.0,1222487.0
2025-08,Snacks,1036836.8,36464,636337.0,400500.0,82947.0,62210.0,103684.0,151659.0
2025-08,Spices,5009346.46,30693,2861094.0,2148252.0,400748.0,300561.0,500935.0,946008.0
2025-09,Beverages,4421038.25,83592,2468541.0,1952497.0,353683.0,265262.0,442104.0,891448.0
2025-09,Confectionery,467943.35,62905,281060.0,186883.0,37435.0,28077.0,46794.0,74577.0
2025-09,Dairy,2717277.32,39850,1686076.0,1031201.0,217382.0,163037.0,271728.0,379054.0
2025-09,MouthFreshener,4553380.0,77673,2461568.0,2091812.0,364270.0,273203.0,455338.0,999001.0
2025-09,Snacks,1374148.54,48688,849660.0,524489.0,109932.0,82449.0,137415.0,194693.0
2025-09,Spices,5120124.72,31087,2897821.0,2222304.0,409610.0,307207.0,512012.0,993475.0
2025-10,Beverages,2795427.68,52278,1543813.0,1251615.0,223634.0,167726.0,279543.0,580712.0
2025-10,Confectionery,604930.17,81092,362319.0,242611.0,48394.0,36296.0,60493.0,97428.0
2025-10,Dairy,2111693.0,30063,1271982.0,839711.0,168935.0,126702.0,211169.0,332905.0
2025-10,MouthFreshener,5392964.08,92571,2933707.0,2459257.0,431437.0,323578.0,539296.0,1164946.0
2025-10,Snacks,1189255.02,42252,737344.0,451911.0,95140.0,71355.0,118926.0,166490.0
2025-10,Spices,6359462.25,38842,3620715.0,2738747.0,508757.0,381568.0,635946.0,1212476.0
2025-11,Beverages,2157871.8,40576,1198243.0,959629.0,172630.0,129472.0,215787.0,441740.0
2025-11,Confectionery,505754.63,67900,303377.0,202378.0,40460.0,30345.0,50575.0,80998.0
2025-11,Dairy,2164435.65,30800,1303165.0,861271.0,173155.0,129866.0,216444.0,341806.0
2025-11,MouthFreshener,4352563.52,74821,2371184.0,1981380.0,348205.0,261154.0,435256.0,936765.0
2025-11,Snacks,1198194.72,42190,736262.0,461933.0,95856.0,71892.0,119819.0,174366.0
2025-11,Spices,7086899.49,43239,4030588.0,3056311.0,566952.0,425214.0,708690.0,1355455.0
2025-12,Beverages,2156746.3,40385,1192603.0,964143.0,172540.0,129405.0,215675.0,446523.0
2025-12,Confectionery,631716.5,84600,377993.0,253724.0,50537.0,37903.0,63172.0,102112.0
2025-12,Dairy,2848880.92,40646,1719755.0,1129126.0,227910.0,170933.0,284888.0,445395.0
2025-12,MouthFreshener,4990429.5,85504,2709744.0,2280686.0,399234.0,299426.0,499043.0,1082983.0
2025-12,Snacks,1478378.6,52093,909081.0,569298.0,118270.0,88703.0,147838.0,214487.0
2025-12,Spices,10200024.92,61872,5767491.0,4432534.0,816002.0,612001.0,1020002.0,1984529.0
2026-01,Beverages,782618.0,14607,431357.0,351261.0,62609.0,46957.0,78262.0,163433.0
2026-01,Confectionery,215034.0,28875,129014.0,86020.0,17203.0,12902.0,21503.0,34412.0
2026-01,Dairy,1185115.0,16775,709760.0,475355.0,94809.0,71107.0,118512.0,190927.0
2026-01,MouthFreshener,1579982.0,26978,854971.0,725011.0,126399.0,94799.0,157998.0,345815.0
2026-01,Snacks,578961.0,20427,356474.0,222487.0,46317.0,34738.0,57896.0,83536.0
2026-01,Spices,4283397.0,25977,2421485.0,1861912.0,342672.0,257004.0,428340.0,833896.0
