week_start,distributor_code,zone,state,sku,brand,category,units,unit_price,revenue,promo_flag,promo_id
2025-08-04,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,10,71.0,710.0,0,
2025-08-11,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,8,71.0,568.0,0,
2025-08-18,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,10,71.0,710.0,0,
2025-08-25,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,12,71.0,852.0,0,
2025-09-01,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,6,71.0,426.0,0,
2025-09-08,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,5,71.0,355.0,0,
2025-09-15,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,6,71.0,426.0,0,
2025-09-22,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,1,71.0,71.0,0,
2025-09-29,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,1,71.0,71.0,0,
2025-10-06,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,9,71.0,639.0,0,
2025-10-13,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,7,71.0,497.0,0,
2025-10-20,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,7,71.0,497.0,0,
2025-10-27,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,10,71.0,710.0,0,
2025-11-03,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,8,71.0,568.0,0,
2025-11-10,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,5,71.0,355.0,0,
2025-11-17,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,6,71.0,426.0,0,
2025-11-24,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,6,71.0,426.0,0,
2025-12-01,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,5,71.0,355.0,0,
2025-12-08,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,4,71.0,284.0,0,
2025-12-15,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,6,71.0,426.0,0,
2025-12-22,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,9,71.0,639.0,0,
2025-12-29,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,13,71.0,923.0,0,
2026-01-05,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,1,71.0,71.0,0,
2026-01-12,DIST-0001,Central,Chhattisgarh,FMCG-MOUT-040,SilverElaichi,MouthFreshener,5,71.0,355.0,0,
2023-10-02,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2023-10-09,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2023-10-16,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2023-10-23,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2023-10-30,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2023-11-06,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2023-11-13,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2023-11-20,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2023-11-27,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2023-12-04,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2023-12-11,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2023-12-18,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2023-12-25,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2024-01-01,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2024-01-08,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,12,110.0,1320.0,0,
2024-01-15,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2024-01-22,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2024-01-29,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2024-02-05,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2024-02-12,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2024-02-19,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2024-02-26,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,12,110.0,1320.0,0,
2024-03-04,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2024-03-11,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,11,110.0,1210.0,0,
2024-03-18,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,14,110.0,1540.0,0,
2024-03-25,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2024-04-01,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2024-04-08,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2024-04-15,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2024-04-22,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2024-04-29,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,11,110.0,1210.0,0,
2024-05-06,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2024-05-13,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2024-05-20,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2024-05-27,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2024-06-03,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2024-06-10,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2024-06-24,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2024-07-01,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2024-07-08,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2024-07-15,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,4,110.0,440.0,0,
2024-07-22,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2024-07-29,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,4,110.0,440.0,0,
2024-08-05,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2024-08-12,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2024-08-19,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2024-08-26,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2024-09-02,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2024-09-09,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2024-09-16,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2024-09-23,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,3,110.0,330.0,0,
2024-09-30,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2024-10-07,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2024-10-14,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2024-10-21,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2024-10-28,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2024-11-04,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2024-11-11,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2024-11-18,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2024-11-25,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2024-12-02,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2024-12-09,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2024-12-16,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2024-12-23,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2024-12-30,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,11,110.0,1210.0,0,
2025-01-06,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2025-01-13,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2025-01-20,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2025-01-27,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2025-02-03,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2025-02-10,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2025-02-17,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2025-02-24,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2025-03-03,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,13,110.0,1430.0,0,
2025-03-10,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2025-03-17,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2025-03-24,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2025-03-31,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2025-04-07,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,11,110.0,1210.0,0,
2025-04-14,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2025-04-21,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-04-28,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2025-05-05,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2025-05-12,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,1,110.0,110.0,0,
2025-05-19,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2025-05-26,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2025-06-02,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-06-09,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2025-06-16,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-06-23,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-06-30,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2025-07-07,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,4,110.0,440.0,0,
2025-07-14,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-07-21,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-07-28,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-08-04,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2025-08-11,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-08-18,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2025-08-25,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-09-01,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,4,110.0,440.0,0,
2025-09-08,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-09-15,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,4,110.0,440.0,0,
2025-09-22,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,4,110.0,440.0,0,
2025-09-29,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-10-06,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2025-10-13,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,6,110.0,660.0,0,
2025-10-20,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2025-10-27,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,2,110.0,220.0,0,
2025-11-03,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,11,110.0,1210.0,0,
2025-11-10,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2025-11-17,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2025-11-24,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,5,110.0,550.0,0,
2025-12-01,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,8,110.0,880.0,0,
2025-12-08,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,7,110.0,770.0,0,
2025-12-15,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2025-12-22,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2025-12-29,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,10,110.0,1100.0,0,
2026-01-05,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,14,110.0,1540.0,0,
2026-01-12,DIST-0001,Central,Chhattisgarh,FMCG-SPIC-134,SpiceKart,Spices,9,110.0,990.0,0,
2023-10-02,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,17,26.0,442.0,0,
2023-10-09,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,13,26.0,338.0,0,
2023-10-16,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,16,26.0,416.0,0,
2023-10-23,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,17,26.0,442.0,0,
2023-10-30,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,26,26.0,676.0,0,
2023-11-06,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,13,26.0,338.0,0,
2023-11-13,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,22,26.0,572.0,0,
2023-11-20,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,17,26.0,442.0,0,
2023-11-27,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,18,26.0,468.0,0,
2023-12-04,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,17,26.0,442.0,0,
2023-12-11,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,18,26.0,468.0,0,
2023-12-18,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,16,26.0,416.0,0,
2023-12-25,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,21,26.0,546.0,0,
2024-01-01,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,15,26.0,390.0,0,
2024-01-08,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,20,26.0,520.0,0,
2024-01-15,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,3,26.0,78.0,0,
2024-01-22,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,16,26.0,416.0,0,
2024-01-29,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,13,26.0,338.0,0,
2024-02-05,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,17,26.0,442.0,0,
2024-02-12,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,20,26.0,520.0,0,
2024-02-19,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,15,26.0,390.0,0,
2024-02-26,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,14,26.0,364.0,0,
2024-03-04,DIST-0001,Central,Chhattisgarh,FMCG-SNAC-101,CrispKing,Snacks,12,26.0,312.0,0,
